iter	RMSE
659	12126346.78
660	12115314.65
661	12111249.83
662	12098209.58
663	12086987.24
664	12067499.28
665	12065177.51
666	12052203.5
667	12038980.43
668	12033732.68
669	12026542.86
670	12018881.51
671	12000564.41
672	11990500.95
673	11974622.64
674	11968425.37
675	11965584.65
676	11963516.47
677	11952999.7
678	11937146.45
679	11923495.88
680	11913955.44
681	11912826.14
682	11900891.66
683	11880888.29
684	11872797.27
685	11869405.66
686	11852763.68
687	11838172.54
688	11829684.98
689	11820467.28
690	11798352.39
691	11783152.67
692	11773819.8
693	11761823.1
694	11752668.28
695	11745570.7
696	11738675.11
697	11726346.06
698	11720459.74
699	11710842.76
700	11696813.83
701	11689407.15
702	11680437.44
703	11677052.88
704	11675081.11
705	11661493.36
706	11649174.38
707	11637380
708	11623895.44
709	11617292.63
710	11609670.42
711	11603425.93
712	11598948.32
713	11585333.35
714	11580919.36
715	11572575.86
716	11557865.82
717	11543856.84
718	11537770.88
719	11523070.64
720	11517145.46
721	11513847.45
722	11505397.84
723	11502040.01
724	11488306.63
725	11479908.11
726	11472242.93
727	11469129.1
728	11459924.68
729	11446425.58
730	11433984.64
731	11428113.36
732	11417318.34
733	11407714.21
734	11395181.91
735	11390130.36
736	11382002.3
737	11374326.55
738	11367207.04
739	11357872.37
740	11349949.82
741	11336677.71
742	11327406.19
743	11325605.75
744	11305501.67
745	11295781.74
746	11289043.42
747	11275178.62
748	11269269.65
749	11257716.71
750	11252014
751	11241040.73
752	11233378.75
753	11224553.73
754	11217159.62
755	11208773.34
756	11200674.04
757	11190843.38
758	11185433.97
759	11176866.61
760	11164047.25
761	11152346.19
762	11142002.53
763	11123743.61
764	11122292.56
765	11111983.57
766	11101434.16
767	11091081.49
768	11081981.17
769	11066327.77
770	11056257.08
771	11038376.04
772	11031627.84
773	11025319.06
774	11017708.77
775	11005812.55
776	10994236.03
777	10976835.35
778	10969450.34
779	10949454.31
780	10946683.27
781	10934429.48
782	10927206.13
783	10917134.52
784	10900681.11
785	10893666.85
786	10885845.13
787	10879703.04
788	10877128.6
789	10868641.29
790	10859156.45
791	10849987.09
792	10845846.54
793	10830522.54
794	10816964.01
795	10809789.41
796	10804548.42
797	10794763.03
798	10785025.44
799	10775969.07
800	10768351.42
801	10759604.73
802	10750960.28
803	10736262.35
804	10725885.45
805	10718172.35
806	10710892.51
807	10702866.67
808	10694352.61
809	10690283.84
810	10684056.78
811	10677865.04
812	10670806.51
813	10667000.75
814	10659050.11
815	10647170.9
816	10628680.02
817	10622014.4
818	10613250.35
819	10605725.06
820	10600046.3
821	10593986.78
822	10586986.1
823	10579126.61
824	10568428.17
825	10559773.78
826	10551871.57
827	10542085.55
828	10534286.48
829	10526576.32
830	10516374.16
831	10509762.82
832	10501812.73
833	10488695
834	10483990.33
835	10481357.32
836	10474514.13
837	10468713.97
838	10461033.42
839	10449565.22
840	10446484.31
841	10439336.71
842	10435417.96
843	10428782.78
844	10421311.22
845	10412825.28
846	10400912.3
847	10393282.57
848	10384419.62
849	10376085.63
850	10369831.38
851	10360665.17
852	10356056.4
853	10351012.04
854	10340356.66
855	10333858.2
856	10326548.57
857	10324026.32
858	10318189.14
859	10313310.76
860	10309467.1
861	10301943.59
862	10296518.59
863	10290839.93
864	10285408.57
865	10282070.26
866	10273363.46
867	10268514.38
868	10262655.25
869	10257479.63
870	10248602.52
871	10242832.3
872	10231594.15
873	10222608.82
874	10219451.65
875	10211290.44
876	10205227.78
877	10198269.31
878	10187770.82
879	10181242.28
880	10172075.52
881	10166841.29
882	10155300.94
883	10150200.84
884	10140036.42
885	10127154.22
886	10124047.63
887	10115284.85
888	10107195.29
889	10100924.07
890	10093447.81
891	10083455.09
892	10074580.2
893	10069551.29
894	10059619.97
895	10052501.63
896	10040484.59
897	10033232.26
898	10030033.37
899	10025471.7
900	10012967.93
901	10004891.96
902	10001548.32
903	9992911.941
904	9988021.597
905	9980346.187
906	9973100.016
907	9969346.834
908	9961186.039
909	9954117.121
910	9941961.894
911	9936418.934
912	9932821.177
913	9927363.385
914	9919206.551
915	9914964.063
916	9908722.187
917	9905237.675
918	9895486.727
919	9885436.6
920	9874421.626
921	9865306.467
922	9857285.226
923	9848530.982
924	9838873.652
925	9830602.927
926	9826606.441
927	9820700.476
928	9812372.106
929	9802734.786
930	9793500.292
931	9786360.182
932	9778981.64
933	9771113.308
934	9763238.656
935	9750728.18
936	9745275.856
937	9737310.738
938	9732902.672
939	9725391.123
940	9718820.424
941	9713417.702
942	9710246.725
943	9700219.659
944	9695756.589
945	9683985.551
946	9677732.666
947	9673964.941
948	9662101.471
949	9658844.559
950	9655581.202
951	9648656.314
952	9640311.675
953	9633345.605
954	9629185.689
955	9619643.956
956	9613379.639
957	9596489.356
958	9588902.731
959	9587610.866
960	9584103.756
961	9581092.209
962	9578050.121
963	9573145.993
964	9569414.702
965	9562395.571
966	9549098.758
967	9547350.499
968	9544059.495
969	9541199.084
970	9533137.656
971	9523564.913
972	9517737.512
973	9512053.144
974	9507273
975	9501266.807
976	9496565.285
977	9487389.345
978	9476026.827
979	9468230.82
980	9457741.364
981	9448925.625
982	9445052.443
983	9439375.315
984	9425139.151
985	9410926.3
986	9402698.775
987	9395438.08
988	9388900.812
989	9382731.02
990	9373774.508
991	9363098.557
992	9360300.422
993	9355324.478
994	9349023.719
995	9338524.444
996	9331541.559
997	9327208.113
998	9321000.655
999	9316364.354
